2020-06-24 11:50:06,841 p=1217 u=admin n=ansible | PLAY [harden server] ********************************************************************************************************************
2020-06-24 11:50:48,017 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:50:48,024 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:50:48,242 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:50:48,287 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Gather UID 0 accounts other than root] ***********************************************************************
2020-06-24 11:50:48,851 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:50:48,949 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:50:49,085 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:50:49,131 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:50:49,173 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:50:49,459 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:50:49,540 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:50:49,623 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:50:49,661 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Section 4.1 | Configure System Accounting (auditd)] **********************************************************
2020-06-24 11:50:51,949 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:50:52,263 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:50:52,344 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:50:52,487 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:50:53,217 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:50:53,876 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:50:54,021 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:50:54,687 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:50:54,724 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Section 5.1 | Configure cron] ********************************************************************************
2020-06-24 11:50:56,129 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:50:56,602 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:50:56,665 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:50:56,785 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:50:56,830 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:50:57,498 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:50:58,052 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:50:58,067 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:50:58,111 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Check if prelink package is installed] ***********************************************************************
2020-06-24 11:50:58,690 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:50:58,802 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:50:58,895 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:50:58,907 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:50:58,922 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:50:59,356 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:50:59,373 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
